ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
8095110	7.03E-05	5.56E-07	7.3	6.36221	3.39	KIT	KIT proto-oncogene receptor tyrosine kinase
8162404	7.03E-05	5.58E-07	7.29	6.35831	1.76	ECM2	extracellular matrix protein 2
7991335	7.03E-05	5.62E-07	7.29	6.35152	2.63	ANPEP	alanyl aminopeptidase, membrane
8160441	7.03E-05	5.64E-07	-7.29	6.34878	-2.59	CDKN2A	cyclin dependent kinase inhibitor 2A
8172254	7.03E-05	5.64E-07	7.29	6.34771	2.34	CXorf36	chromosome X open reading frame 36
8126760	7.03E-05	5.66E-07	7.29	6.34493	1.85	RCAN2	regulator of calcineurin 2
8112107	7.38E-05	6.00E-07	7.26	6.28801	2.06	PLPP1	phospholipid phosphatase 1
7961710	7.38E-05	6.00E-07	7.26	6.28672	2.74	ABCC9	ATP binding cassette subfamily C member 9
7973709	7.40E-05	6.05E-07	7.25	6.27962	1.48	NFATC4	nuclear factor of activated T-cells 4
8015769	7.59E-05	6.22E-07	-7.24	6.25153	-2.58	BRCA1	BRCA1, DNA repair associated
7991406	7.67E-05	6.31E-07	-7.23	6.23759	-3.54	PRC1	protein regulator of cytokinesis 1
8066925	7.79E-05	6.43E-07	7.22	6.21924	3.36	PTGIS	prostaglandin I2 (prostacyclin) synthase
8108753	7.79E-05	6.46E-07	7.22	6.21504	1.74	PCDHB15	protocadherin beta 15
8006187	7.92E-05	6.59E-07	-7.21	6.19504	-2.41	ATAD5	ATPase family, AAA domain containing 5
7945014	8.01E-05	6.68E-07	-7.2	6.18108	-3.14	CHEK1	checkpoint kinase 1
8083941	8.07E-05	6.76E-07	-7.2	6.16957	-3.28	ECT2	epithelial cell transforming 2
8155487	8.14E-05	6.90E-07	7.19	6.15028	2.8	FGF7P3///FGF7P6///FGF7	fibroblast growth factor 7 pseudogene 3///fibroblast growth factor 7 pseudogene 6///fibroblast growth factor 7
8161423	8.14E-05	6.90E-07	7.19	6.15028	2.8	FGF7P3///FGF7P6///FGF7	fibroblast growth factor 7 pseudogene 3///fibroblast growth factor 7 pseudogene 6///fibroblast growth factor 7
8161455	8.14E-05	6.90E-07	7.19	6.15028	2.8	FGF7P3///FGF7P6///FGF7	fibroblast growth factor 7 pseudogene 3///fibroblast growth factor 7 pseudogene 6///fibroblast growth factor 7
7901192	8.14E-05	6.92E-07	-7.19	6.1474	-1.8	RAD54L	RAD54-like (S. cerevisiae)
7991777	8.28E-05	7.08E-07	-7.17	6.12392	-2.32	C4orf46	chromosome 4 open reading frame 46
7946579	8.28E-05	7.08E-07	7.17	6.12389	2.8	LYVE1	lymphatic vessel endothelial hyaluronan receptor 1
8174361	8.36E-05	7.18E-07	7.17	6.11094	2.17	TSC22D3	TSC22 domain family member 3
8060940	8.39E-05	7.26E-07	7.16	6.10031	1.82	LAMP5	lysosomal associated membrane protein family member 5
8124388	8.39E-05	7.31E-07	-7.16	6.09352	-3.51	HIST1H3B	histone cluster 1, H3b
7968650	8.39E-05	7.33E-07	7.16	6.0911	1.55	SERTM1	serine rich and transmembrane domain containing 1
7946589	8.39E-05	7.33E-07	7.16	6.09051	2.11	MRVI1	murine retrovirus integration site 1 homolog
8147573	8.39E-05	7.33E-07	7.16	6.09015	2.05	OSR2	odd-skipped related transciption factor 2
8036151	8.40E-05	7.37E-07	7.15	6.08528	1.8	HSPB6	heat shock protein family B (small) member 6
8096959	8.45E-05	7.48E-07	7.15	6.07062	2.67	ANK2	ankyrin 2, neuronal
7948900	8.45E-05	7.48E-07	-7.15	6.07038	-3.45	SNORD30	small nucleolar RNA, C/D box 30
8117426	8.45E-05	7.49E-07	-7.15	6.06933	-2.2	HIST1H2BH///HIST1H2BH	histone cluster 1, H2bh///histone cluster 1, H2bh
7948898	8.62E-05	7.66E-07	-7.13	6.04721	-2.43	SNHG1///SNORD31	small nucleolar RNA host gene 1///small nucleolar RNA, C/D box 31
8072587	8.64E-05	7.71E-07	7.13	6.04063	2.02	SLC5A1	solute carrier family 5 member 1
7908204	8.64E-05	7.74E-07	7.13	6.03636	1.88	HMCN1	hemicentin 1
8170648	8.64E-05	7.78E-07	7.13	6.03169	3.37	BGN	biglycan
8155121	8.64E-05	7.79E-07	7.13	6.03082	1.76	NPR2	natriuretic peptide receptor 2
7980316	8.66E-05	7.83E-07	7.12	6.02553	2.3	TGFB3	transforming growth factor beta 3
7920185	8.67E-05	7.86E-07	7.12	6.02185	3.49	LCE3D	late cornified envelope 3D
7948908	8.71E-05	7.93E-07	-7.12	6.01359	-2.73	SNHG1///SNORD26	small nucleolar RNA host gene 1///small nucleolar RNA, C/D box 26
8149413	8.81E-05	8.05E-07	7.11	5.99844	1.47	DLC1	DLC1 Rho GTPase activating protein
8070567	8.81E-05	8.07E-07	7.11	5.99529	2.65	TFF3	trefoil factor 3
8088642	9.06E-05	8.33E-07	7.09	5.96481	2.57	LRIG1	leucine rich repeats and immunoglobulin like domains 1
8058063	9.36E-05	8.63E-07	7.08	5.92941	2.42	RFTN2	raftlin family member 2
8054580	9.41E-05	8.70E-07	-7.07	5.92179	-3.79	BUB1	BUB1 mitotic checkpoint serine/threonine kinase
7905085	9.52E-05	8.86E-07	-7.06	5.9038	-1.94	HIST2H3D///HIST2H3A///HIST2H3C	histone cluster 2, H3d///histone cluster 2, H3a///histone cluster 2, H3c
7919614	9.52E-05	8.86E-07	-7.06	5.9038	-1.94	HIST2H3D///HIST2H3A///HIST2H3C	histone cluster 2, H3d///histone cluster 2, H3a///histone cluster 2, H3c
8034130	9.58E-05	8.95E-07	7.06	5.89416	2.24	KANK2	KN motif and ankyrin repeat domains 2
8069269	9.70E-05	9.09E-07	7.05	5.8789	2.4	COL6A1	collagen type VI alpha 1 chain
7951437	9.70E-05	9.12E-07	7.05	5.87596	2.55	GUCY1A2	guanylate cyclase 1 soluble subunit alpha 2
7919589	9.73E-05	9.17E-07	-7.05	5.86967	-2.02	HIST2H3D///HIST2H3A///HIST2H3C	histone cluster 2, H3d///histone cluster 2, H3a///histone cluster 2, H3c
7989985	9.84E-05	9.31E-07	7.04	5.85522	1.93	ITGA11	integrin subunit alpha 11
7912956	1.05E-04	9.96E-07	-7	5.78843	-1.4	RCC2	regulator of chromosome condensation 2
7946245	1.05E-04	9.99E-07	7	5.7855	1.72	DCHS1	dachsous cadherin-related 1
7907222	1.05E-04	1.00E-06	7	5.78016	4.09	PRRX1	paired related homeobox 1
7909146	1.05E-04	1.02E-06	-6.99	5.76934	-2.79	FAM72A///FAM72D///FAM72B	family with sequence similarity 72 member A///family with sequence similarity 72 member D///family with sequence similarity 72 member B
7959052	1.05E-04	1.02E-06	-6.99	5.76926	-1.89	RFC5	replication factor C subunit 5
8095080	1.05E-04	1.02E-06	6.99	5.76466	4.13	PDGFRA	platelet derived growth factor receptor alpha
8017927	1.05E-04	1.02E-06	6.99	5.76444	2.19	ABCA9	ATP binding cassette subfamily A member 9
8156706	1.07E-04	1.04E-06	6.98	5.74605	2.85	TMOD1	tropomodulin 1
7951178	1.12E-04	1.09E-06	6.96	5.69721	1.46	TRPC6	transient receptor potential cation channel subfamily C member 6
7964271	1.12E-04	1.09E-06	-6.96	5.69675	-2.42	PRIM1	primase (DNA) subunit 1
8114425	1.12E-04	1.10E-06	-6.96	5.6909	-1.89	CDC25C	cell division cycle 25C
7960340	1.12E-04	1.10E-06	-6.95	5.68897	-3.67	FOXM1	forkhead box M1
7906435	1.13E-04	1.12E-06	6.95	5.67411	2.16	ACKR1	atypical chemokine receptor 1 (Duffy blood group)
8108729	1.14E-04	1.13E-06	6.94	5.66377	1.8	PCDHB11	protocadherin beta 11
7901010	1.14E-04	1.13E-06	-6.94	5.66273	-3.53	KIF2C	kinesin family member 2C
8160889	1.14E-04	1.13E-06	6.94	5.66076	1.59	CCL21	C-C motif chemokine ligand 21
8104663	1.16E-04	1.16E-06	6.93	5.63593	1.86	CDH6	cadherin 6
8031632	1.17E-04	1.17E-06	6.93	5.63059	1.41	ZNF542P	zinc finger protein 542, pseudogene
8163908	1.17E-04	1.18E-06	6.92	5.62104	1.5	GGTA1P	glycoprotein, alpha-galactosyltransferase 1 pseudogene
8071212	1.18E-04	1.19E-06	-6.92	5.61583	-2.52	CDC45	cell division cycle 45
8155665	1.19E-04	1.20E-06	6.91	5.60313	2.69	PGM5	phosphoglucomutase 5
8105828	1.19E-04	1.20E-06	-6.91	5.6017	-3.67	CCNB1	cyclin B1
8002029	1.19E-04	1.21E-06	6.91	5.5974	1.17	ZDHHC1	zinc finger DHHC-type containing 1
8094228	1.20E-04	1.22E-06	6.9	5.58693	1.43	BST1	bone marrow stromal cell antigen 1
8024900	1.21E-04	1.24E-06	-6.9	5.5699	-2.11	UHRF1	ubiquitin like with PHD and ring finger domains 1
7917370	1.21E-04	1.25E-06	6.89	5.56721	1.19	COL24A1	collagen type XXIV alpha 1 chain
8095751	1.21E-04	1.25E-06	6.89	5.56677	3.12	PARM1	prostate androgen-regulated mucin-like protein 1
8064844	1.22E-04	1.27E-06	-6.89	5.55272	-2.29	PCNA	proliferating cell nuclear antigen
7937020	1.22E-04	1.27E-06	-6.89	5.55263	-3.31	MKI67	marker of proliferation Ki-67
8007071	1.23E-04	1.28E-06	-6.88	5.54398	-4.41	CDC6	cell division cycle 6
7975045	1.27E-04	1.32E-06	-6.87	5.51163	-2.21	MTHFD1	methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1
8043995	1.27E-04	1.33E-06	6.86	5.50478	3.71	IL1R1	interleukin 1 receptor type 1
7939642	1.31E-04	1.37E-06	6.85	5.47584	1.84	CREB3L1	cAMP responsive element binding protein 3 like 1
8130867	1.31E-04	1.37E-06	6.85	5.47305	3.53	THBS2	thrombospondin 2
8058570	1.31E-04	1.38E-06	6.85	5.47002	1.73	KANSL1L	KAT8 regulatory NSL complex subunit 1 like
8040578	1.31E-04	1.39E-06	-6.84	5.4639	-2.09	CENPO	centromere protein O
8001197	1.31E-04	1.39E-06	-6.84	5.45965	-2.85	NETO2	neuropilin and tolloid like 2
8123446	1.32E-04	1.41E-06	6.83	5.44771	3	SMOC2	SPARC related modular calcium binding 2
8148059	1.35E-04	1.44E-06	6.82	5.42764	3.54	DEPTOR	DEP domain containing MTOR-interacting protein
7929258	1.38E-04	1.48E-06	-6.81	5.40116	-3.6	KIF11	kinesin family member 11
7904452	1.38E-04	1.48E-06	-6.81	5.39829	-2.74	FAM72A///FAM72D///FAM72B	family with sequence similarity 72 member A///family with sequence similarity 72 member D///family with sequence similarity 72 member B
8001133	1.39E-04	1.50E-06	-6.8	5.38625	-4.04	SHCBP1	SHC binding and spindle associated 1
8077366	1.41E-04	1.52E-06	6.8	5.37358	2.26	LRRN1	leucine rich repeat neuronal 1
8090098	1.44E-04	1.55E-06	6.79	5.34994	3.3	MYLK	myosin light chain kinase
8102643	1.44E-04	1.56E-06	-6.78	5.34387	-3.18	CCNA2	cyclin A2
8132151	1.48E-04	1.61E-06	6.77	5.314	2.28	ADCYAP1R1	ADCYAP receptor type I
7923426	1.55E-04	1.69E-06	-6.75	5.26883	-3.29	UBE2T	ubiquitin conjugating enzyme E2 T
8179564	1.59E-04	1.74E-06	-6.73	5.24015	-2.53	KIFC1	kinesin family member C1
7914878	1.67E-04	1.83E-06	-6.71	5.19	-3.48	CLSPN///CLSPN	claspin///claspin
8128329	1.71E-04	1.88E-06	-6.69	5.16082	-2.27	MMS22L	MMS22 like, DNA repair protein
8170507	1.76E-04	1.94E-06	6.68	5.1332	1.19	PRRG3	proline rich and Gla domain 3
7982663	1.77E-04	1.96E-06	-6.67	5.12342	-3.43	BUB1B	BUB1 mitotic checkpoint serine/threonine kinase B
8117583	1.80E-04	1.99E-06	-6.67	5.1055	-2.73	HIST1H3H///HIST1H2AI	histone cluster 1, H3h///histone cluster 1, H2ai
8101659	1.84E-04	2.05E-06	6.65	5.0795	6.55	SPARCL1	SPARC like 1
8080511	1.88E-04	2.09E-06	6.64	5.05622	1.85	CACNA1D	calcium voltage-gated channel subunit alpha1 D
8132318	1.88E-04	2.10E-06	-6.64	5.05332	-4.22	ANLN	anillin actin binding protein
7989750	1.90E-04	2.13E-06	6.63	5.04024	2.89	CILP	cartilage intermediate layer protein
7969243	1.93E-04	2.17E-06	-6.63	5.02299	-2.67	CKAP2	cytoskeleton associated protein 2
7935613	1.93E-04	2.18E-06	6.62	5.01825	2.69	HPSE2	heparanase 2 (inactive)
8133876	1.94E-04	2.19E-06	6.62	5.0133	1.56	CD36	CD36 molecule
7930593	1.94E-04	2.20E-06	6.62	5.00876	2.04	PLEKHS1	pleckstrin homology domain containing S1
8039928	1.94E-04	2.20E-06	-6.62	5.00869	-2.7	FAM72A///FAM72D///FAM72B	family with sequence similarity 72 member A///family with sequence similarity 72 member D///family with sequence similarity 72 member B
8160040	1.97E-04	2.24E-06	6.61	4.98889	1.91	PTPRD	protein tyrosine phosphatase, receptor type D
7961580	1.97E-04	2.25E-06	6.61	4.98669	3.24	LMO3	LIM domain only 3
8174092	1.97E-04	2.25E-06	6.61	4.9842	1.58	ARMCX2	armadillo repeat containing, X-linked 2
8173600	1.97E-04	2.27E-06	6.6	4.97822	2	NAP1L2	nucleosome assembly protein 1 like 2
8144036	1.97E-04	2.27E-06	-6.6	4.97705	-2.69	XRCC2	X-ray repair cross complementing 2
8076185	1.99E-04	2.30E-06	6.6	4.96393	1.62	CBX7	chromobox 7
8162601	2.04E-04	2.36E-06	-6.58	4.93823	-1.62	ZNF367	zinc finger protein 367
8035793	2.10E-04	2.43E-06	6.57	4.90987	3.36	ZNF737///ZNF737	zinc finger protein 737///zinc finger protein 737
8069689	2.11E-04	2.45E-06	6.57	4.90193	2.25	ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif 5
8004545	2.13E-04	2.48E-06	6.56	4.88812	1.41	ATP1B2	ATPase Na+/K+ transporting subunit beta 2
7939492	2.18E-04	2.55E-06	6.55	4.86414	1.38	C11orf96	chromosome 11 open reading frame 96
7949503	2.20E-04	2.58E-06	6.54	4.85256	1.89	EFEMP2	EGF containing fibulin like extracellular matrix protein 2
8097356	2.20E-04	2.59E-06	-6.54	4.84866	-2.92	PLK4	polo like kinase 4
7910997	2.20E-04	2.59E-06	-6.54	4.84674	-4.09	EXO1	exonuclease 1
8118669	2.21E-04	2.61E-06	-6.54	4.83928	-2.29	KIFC1	kinesin family member C1
7993756	2.23E-04	2.64E-06	6.53	4.82895	1.23	ACSM3	acyl-CoA synthetase medium-chain family member 3
8135661	2.23E-04	2.65E-06	6.53	4.82406	1.48	CFTR	cystic fibrosis transmembrane conductance regulator
7993458	2.24E-04	2.66E-06	6.53	4.82035	1.94	C16orf45	chromosome 16 open reading frame 45
8124437	2.27E-04	2.70E-06	-6.52	4.80438	-2	HIST1H3F	histone cluster 1, H3f
8061894	2.30E-04	2.75E-06	6.51	4.78852	4.28	BPIFB1	BPI fold containing family B member 1
8023882	2.33E-04	2.79E-06	6.5	4.77361	2.28	ZNF516	zinc finger protein 516
8043602	2.37E-04	2.84E-06	-6.49	4.75446	-3.04	NCAPH	non-SMC condensin I complex subunit H
8170971	2.37E-04	2.86E-06	-6.49	4.75028	-1.9	DKC1	dyskerin pseudouridine synthase 1
7913869	2.40E-04	2.90E-06	-6.48	4.73424	-2.31	STMN1	stathmin 1
8068478	2.45E-04	2.97E-06	-6.47	4.71276	-2.2	CHAF1B	chromatin assembly factor 1 subunit B
7903592	2.45E-04	2.98E-06	6.47	4.70758	3.92	KIAA1324	KIAA1324
7974542	2.45E-04	2.98E-06	6.47	4.70756	2.33	TMEM260	transmembrane protein 260
8123744	2.45E-04	2.99E-06	6.47	4.70433	4.12	F13A1	coagulation factor XIII A chain
7978712	2.46E-04	3.01E-06	6.47	4.70013	1.55	CLEC14A	C-type lectin domain family 14 member A
8105585	2.49E-04	3.05E-06	6.46	4.68608	2.35	RNF180	ring finger protein 180
7975284	2.51E-04	3.09E-06	6.46	4.67359	1.33	RDH12	retinol dehydrogenase 12 (all-trans/9-cis/11-cis)
7990309	2.57E-04	3.17E-06	6.44	4.64821	1.57	STRA6	stimulated by retinoic acid 6
8007420	2.57E-04	3.17E-06	6.44	4.64686	2.6	AOC3	amine oxidase, copper containing 3
8109490	2.59E-04	3.20E-06	6.44	4.63795	1.61	SGCD	sarcoglycan delta
8090823	2.59E-04	3.21E-06	6.44	4.63621	2.54	SLCO2A1	solute carrier organic anion transporter family member 2A1
8091385	2.66E-04	3.31E-06	6.42	4.60528	4.05	CP	ceruloplasmin (ferroxidase)
8161892	2.70E-04	3.36E-06	6.41	4.58882	1.65	GNA14	G protein subunit alpha 14
8115543	2.74E-04	3.43E-06	6.41	4.56933	2.92	EBF1///PDGFRB	early B-cell factor 1///platelet derived growth factor receptor beta
8068383	2.74E-04	3.44E-06	6.4	4.56805	1.7	CLIC6	chloride intracellular channel 6
8093500	2.79E-04	3.50E-06	-6.4	4.54895	-2.24	TACC3	transforming acidic coiled-coil containing protein 3
7961514	2.79E-04	3.51E-06	6.39	4.5474	5.32	MGP	matrix Gla protein
7921916	2.79E-04	3.51E-06	6.39	4.54586	4.47	RGS5	regulator of G-protein signaling 5
8101780	2.81E-04	3.56E-06	6.39	4.53337	1.34	HPGDS	hematopoietic prostaglandin D synthase
7976795	2.85E-04	3.61E-06	6.38	4.51993	1.54	MEG3	maternally expressed 3 (non-protein coding)
8052735	2.85E-04	3.63E-06	6.38	4.51466	1.21	CNRIP1	cannabinoid receptor interacting protein 1
8062766	2.85E-04	3.63E-06	-6.38	4.51412	-3.45	MYBL2	MYB proto-oncogene like 2
8120838	2.88E-04	3.68E-06	-6.37	4.50169	-3.45	TTK	TTK protein kinase
8099817	2.93E-04	3.75E-06	6.36	4.48228	1.41	KLF3-AS1	KLF3 antisense RNA 1
7955063	2.99E-04	3.85E-06	-6.35	4.4566	-2.27	TMEM106C	transmembrane protein 106C
7956076	2.99E-04	3.85E-06	-6.35	4.45633	-2.23	CDK2	cyclin dependent kinase 2
8008784	3.01E-04	3.88E-06	-6.35	4.44925	-3.1	PRR11	proline rich 11
7944082	3.02E-04	3.90E-06	6.34	4.44234	3.8	TAGLN	transgelin
8060432	3.03E-04	3.93E-06	6.34	4.43599	3.34	TGM3	transglutaminase 3
7970441	3.04E-04	3.94E-06	6.34	4.43258	3.05	GJB2	gap junction protein beta 2
7992293	3.12E-04	4.06E-06	6.33	4.40363	2.29	TMEM204	transmembrane protein 204
7940147	3.18E-04	4.15E-06	-6.32	4.3817	-3.25	FAM111B	family with sequence similarity 111 member B
7997642	3.19E-04	4.16E-06	6.31	4.3785	3.03	CRISPLD2	cysteine rich secretory protein LCCL domain containing 2
7966122	3.19E-04	4.19E-06	6.31	4.37306	1.58	TMEM119	transmembrane protein 119
8035297	3.19E-04	4.19E-06	6.31	4.37174	1.92	PLVAP	plasmalemma vesicle associated protein
7943892	3.21E-04	4.22E-06	6.31	4.36467	2.56	NCAM1	neural cell adhesion molecule 1
7957737	3.22E-04	4.25E-06	-6.3	4.35788	-1.56	TMPO	thymopoietin
7981949	3.23E-04	4.27E-06	6.3	4.35433	2.75	SNORD116-1	small nucleolar RNA, C/D box 116-1
8049487	3.26E-04	4.32E-06	6.3	4.34128	2.49	MLPH	melanophilin
8151310	3.27E-04	4.35E-06	6.29	4.33618	2.12	EYA1	EYA transcriptional coactivator and phosphatase 1
8064976	3.35E-04	4.46E-06	-6.28	4.31121	-1.25	DNAJC9	DnaJ heat shock protein family (Hsp40) member C9
8036252	3.37E-04	4.50E-06	6.28	4.30267	1.55	CLIP3	CAP-Gly domain containing linker protein 3
8035842	3.38E-04	4.51E-06	6.28	4.29925	2.02	ZNF91	zinc finger protein 91
7929438	3.40E-04	4.55E-06	-6.27	4.28993	-2.85	HELLS	helicase, lymphoid-specific
8156043	3.40E-04	4.56E-06	-6.27	4.28882	-4.08	PSAT1	phosphoserine aminotransferase 1
8085774	3.42E-04	4.60E-06	6.27	4.28067	1.88	ZNF385D	zinc finger protein 385D
8141395	3.42E-04	4.61E-06	-6.27	4.27912	-2.42	MCM7	minichromosome maintenance complex component 7
8146533	3.44E-04	4.65E-06	6.26	4.27047	1.88	FAM110B	family with sequence similarity 110 member B
8048432	3.46E-04	4.68E-06	6.26	4.26296	1.87	CYP27A1	cytochrome P450 family 27 subfamily A member 1
7916898	3.50E-04	4.76E-06	-6.25	4.24702	-3.68	DEPDC1	DEP domain containing 1
8106743	3.52E-04	4.80E-06	6.25	4.23732	4.25	VCAN	versican
8107133	3.58E-04	4.90E-06	6.24	4.21826	2.65	PAM	peptidylglycine alpha-amidating monooxygenase
8044225	3.58E-04	4.90E-06	6.24	4.21797	1.44	SULT1C4	sulfotransferase family 1C member 4
7934026	3.58E-04	4.92E-06	-6.23	4.21386	-2.79	DNA2	DNA replication helicase/nuclease 2
7994109	3.64E-04	5.00E-06	-6.23	4.19693	-3.56	PLK1	polo like kinase 1
8103389	3.68E-04	5.08E-06	6.22	4.18307	2.72	CTSO	cathepsin O
8028872	3.76E-04	5.19E-06	6.21	4.16073	2.38	LTBP4	latent transforming growth factor beta binding protein 4
7922391	3.76E-04	5.20E-06	-6.21	4.15857	-2.19	CENPL	centromere protein L
8109484	3.76E-04	5.22E-06	-6.21	4.15515	-1.82	KIF4B///KIF4A	kinesin family member 4B///kinesin family member 4A
7970924	3.83E-04	5.34E-06	6.2	4.13374	1.55	STARD13	StAR related lipid transfer domain containing 13
7916316	3.84E-04	5.37E-06	-6.19	4.12816	-2.29	NDC1	NDC1 transmembrane nucleoporin
7905079	3.84E-04	5.38E-06	-6.19	4.12541	-2.01	HIST2H2AA4///HIST2H2AB///HIST2H2AC///HIST2H2AA3	histone cluster 2, H2aa4///histone cluster 2, H2ab///histone cluster 2, H2ac///histone cluster 2, H2aa3
7919619	3.84E-04	5.38E-06	-6.19	4.12541	-2.01	HIST2H2AA4///HIST2H2AB///HIST2H2AC///HIST2H2AA3	histone cluster 2, H2aa4///histone cluster 2, H2ab///histone cluster 2, H2ac///histone cluster 2, H2aa3
8101260	3.87E-04	5.43E-06	6.19	4.11578	3.96	ANTXR2	anthrax toxin receptor 2
8063043	3.90E-04	5.49E-06	-6.18	4.10568	-2.46	UBE2C	ubiquitin conjugating enzyme E2 C
7968484	3.91E-04	5.52E-06	-6.18	4.09994	-2.16	BRCA2	BRCA2, DNA repair associated
8103769	3.95E-04	5.58E-06	6.18	4.08875	3.37	HPGD	hydroxyprostaglandin dehydrogenase 15-(NAD)
8106689	3.96E-04	5.61E-06	6.17	4.08368	1.14	CKMT2	creatine kinase, mitochondrial 2
7995681	3.96E-04	5.63E-06	6.17	4.08043	4.45	MMP2	matrix metallopeptidase 2
8073858	4.06E-04	5.78E-06	-6.16	4.05443	-2	GTSE1	G2 and S-phase expressed 1
7921033	4.09E-04	5.84E-06	-6.15	4.0438	-2.18	IQGAP3	IQ motif containing GTPase activating protein 3
8173917	4.09E-04	5.85E-06	6.15	4.04263	2.29	NAP1L3	nucleosome assembly protein 1 like 3
7947363	4.11E-04	5.88E-06	6.15	4.03742	1.52	WT1	Wilms tumor 1
8129573	4.13E-04	5.92E-06	6.15	4.03042	2.24	MOXD1	monooxygenase DBH like 1
7935188	4.21E-04	6.06E-06	6.14	4.00823	2.44	SORBS1	sorbin and SH3 domain containing 1
8108697	4.30E-04	6.21E-06	6.13	3.98477	2.79	PCDHB5	protocadherin beta 5
8173647	4.34E-04	6.26E-06	6.12	3.97529	1.43	ZDHHC15	zinc finger DHHC-type containing 15
7953775	4.41E-04	6.38E-06	6.11	3.95725	4.82	A2ML1	alpha-2-macroglobulin like 1
7898585	4.44E-04	6.45E-06	6.11	3.94706	1.4	MINOS1-NBL1///NBL1	MINOS1-NBL1 readthrough///neuroblastoma 1, DAN family BMP antagonist
8017718	4.45E-04	6.46E-06	6.11	3.9445	1.31	AXIN2	axin 2
7975779	4.52E-04	6.59E-06	6.1	3.92557	3.71	FOS	Fos proto-oncogene, AP-1 transcription factor subunit
8086607	4.53E-04	6.61E-06	6.1	3.92288	3.43	LTF	lactotransferrin
8018774	4.53E-04	6.62E-06	6.1	3.92106	2.01	ST6GALNAC1	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 1
8028600	4.59E-04	6.75E-06	6.09	3.90217	2.2	NCCRP1	non-specific cytotoxic cell receptor protein 1 homolog (zebrafish)
8040712	4.62E-04	6.80E-06	-6.08	3.8947	-2.01	SLC35F6///CENPA	solute carrier family 35 member F6///centromere protein A
8078933	4.63E-04	6.82E-06	6.08	3.89116	1.3	MYRIP	myosin VIIA and Rab interacting protein
7998434	4.63E-04	6.85E-06	6.08	3.88771	2.01	TPSB2///TPSD1///TPSAB1	tryptase beta 2 (gene/pseudogene)///tryptase delta 1///tryptase alpha/beta 1
7899029	4.64E-04	6.87E-06	6.08	3.88373	1.31	MAN1C1	mannosidase alpha class 1C member 1
7937802	4.85E-04	7.21E-06	6.06	3.83706	1.37	CD81	CD81 molecule
7964660	4.85E-04	7.21E-06	6.06	3.83679	1.6	AVPR1A	arginine vasopressin receptor 1A
8136401	4.85E-04	7.22E-06	-6.06	3.83547	-1.94	NUP205	nucleoporin 205
8018849	4.90E-04	7.31E-06	-6.05	3.82336	-1.96	TK1	thymidine kinase 1
8025918	4.96E-04	7.41E-06	6.04	3.80911	2.62	CNN1	calponin 1
8128991	5.00E-04	7.49E-06	6.04	3.79886	3.59	LAMA4	laminin subunit alpha 4
7915733	5.05E-04	7.58E-06	-6.03	3.78673	-1.48	PRDX1	peroxiredoxin 1
7905220	5.05E-04	7.61E-06	6.03	3.78334	2.09	ECM1	extracellular matrix protein 1
8004955	5.05E-04	7.62E-06	6.03	3.78223	1.96	SHISA6	shisa family member 6
8151532	5.05E-04	7.62E-06	6.03	3.78145	1.62	FABP4	fatty acid binding protein 4
8045009	5.07E-04	7.68E-06	6.03	3.77407	1.21	GYPC	glycophorin C (Gerbich blood group)
8096511	5.11E-04	7.76E-06	6.02	3.76442	2.12	BMPR1B	bone morphogenetic protein receptor type 1B
8100393	5.27E-04	8.01E-06	6.01	3.73243	3.42	KDR	kinase insert domain receptor
8088560	5.35E-04	8.14E-06	6	3.71634	2.15	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9
8113039	5.50E-04	8.39E-06	5.99	3.68692	3.11	MEF2C	myocyte enhancer factor 2C
7940561	5.51E-04	8.43E-06	-5.98	3.68267	-2.31	FEN1	flap structure-specific endonuclease 1
7958455	5.63E-04	8.62E-06	-5.97	3.65992	-1.73	UNG	uracil DNA glycosylase
7923189	5.63E-04	8.64E-06	-5.97	3.65811	-3.31	KIF14	kinesin family member 14
8171539	5.64E-04	8.68E-06	5.97	3.65391	1.17	RAI2	retinoic acid induced 2
8060813	5.67E-04	8.74E-06	-5.97	3.64712	-2.62	MCM8	minichromosome maintenance 8 homologous recombination repair factor
7906995	5.73E-04	8.86E-06	-5.96	3.63326	-1.85	UCK2	uridine-cytidine kinase 2
8067167	5.73E-04	8.86E-06	-5.96	3.63294	-3.69	AURKA	aurora kinase A
7978285	5.87E-04	9.09E-06	5.95	3.60743	1.79	ADCY4	adenylate cyclase 4
7998843	5.88E-04	9.14E-06	5.95	3.60275	1.4	PRSS27	protease, serine 27
8098870	5.90E-04	9.18E-06	5.94	3.59825	1.68	SPON2	spondin 2
7912198	5.91E-04	9.21E-06	-5.94	3.59481	-1.76	ENO1	enolase 1
7953351	5.98E-04	9.34E-06	-5.94	3.58125	-2.32	NCAPD2	non-SMC condensin I complex subunit D2
